text,score
"saya tidak pernah mendaftar di tokopedia kenapa ada notifikasi kode verifikasi... ingat ya jika terjadi penyalagunaan data akan saya tuntut !! itu bkn saya 😡😡 nomor 0821*****262, kenapa notif kode verifikasi uda bbrpa hari ini selalu dikrim padhaal gk pernah download apalagi registrasi. hapus data yg terkait saya karena itu bukan saya",1
Ok bgt,5
Aplikasi ini sngt membantu.,5
"Kecewa si, diskon pengguna baru, udah dapet barangnya dengan harga diskon, udah di bayar juga, malah di batalkan oleh sistem, dan mau beli barang yang sama lagi harganya udah naik, apaan gajelas banget, gak niat kasih diskon Mending pake oren aja deh, walau gaada diskon banyak tapi gak ngasih iming iming trus di tinggalin, kecewaa!!",1
sukses selalu,5
Miskin promo. Skrg malah makin parah. Sampe miskin gratis ongkir,1
Good pertahankan,4
Split pembyaran nggabisa 👎,2
"1.Harusnya toko yang tidak aktif jangan di tampilkan'. 2.Penjual harus merespon 1 X 24jam jika tidak batalkan langsung pengiriman 3.Jangan menggunakan fitur IA,karena itu tidak akan berguna jika yang jualan masih manusia",1
memuaskan,5
mantap,4
Aplikasi sangat bagus dan terpercaya.,5
tambah lagi diskonnya,5
"Pengalaman beberapa kali belanja Sudah begitu sering berbelanja di Toko pedia, lumayan lah. Sampai sekarang saya masih tetap belanja di toko Pedia.",5
semoga pas aku download bisa hemat,5
aplikasinya bagus buat pengguna baru banyak kupon diskon promo terima kasih tokopedia,5
"Mau buat akun nggak bisa bisa. Katanya terjadi kesalahan pada server.ulangi beberapa saat lagi, kaya gitu terus masa su",1
Nonaktifkan metode pembayaran COD. Orang-orang dinegara ini belum sepenuhnya siap untuk metode pembayaran COD.,5
selama menggunakan tokopedia selalu puas saat pesan barang. cuma beberapa fitur gk bisa tersedia ntah karna kebijakan seperti apa. overall nice,4
"Koreksi Ya TOLONG NIH, Jasa yg DIREKOMENDASIKAN yaitu JNE sangat tidak layak buat DIREKOMENDASIKAN, Sampe 6 HARI bahkan 1 MINGGU paket ESTIMASINYA, LAMBAT ITU JASA JNE , KECEWA BANGET. RANTING BISA DIPERBAIKI!",2
Gabisa didownload,1
baik,3
Selalu puas dengan Tokopedia....,5
"Hanya beberapa kali memang belanja disini karna pembelian pertama memang ada diskon dan barang datang sesuai, tetapi setelahnya promo2nya ga jelas, toko ga jelas. Baru kemaren nih pesanan batal otomatis karna seller tidak mengirimkan barang padahal saya tunggu sudah 3 hari di chat seller pun tidak direspon dan itu 2 toko yg berbeda tapi semua pesanan dibatalkan otomatis.. Niat promo ga sih sebenernya? Masih oke lazada sih kalo kaya gini mah, walaupun emang beda kelas (katanya) tapi ga ribet!",1
"Ini sdh bagus Wishlist ada beranda bawah, jgn dirubah lagi Oh ya kenapa program menabung emas sudah ga ada lagi ?",5
semoga terpercaya,5
"Ribet amat ga bisa pilih opsi pengiriman sesuai keinginan pembeli. Sebelum beli, seharusny bisa memilih opsi pengiriman nya...",2
ok banget.. mudah,5
"Kurirnya lemot banget,, kecewa sangat... Sampai sekarang pesanan saya tidak datang2.",1
"Tidak memuaskan untuk pengalaman pembelian, knpa ketika pesan yang dapat promo....paket hilang, hanya mondar-mandir ketika di cek, akhirnya ajukan komplen, di arahkan untuk pengembalian dana, padahal harga aslinya 35k, dpat promo 15k, hilang paketnya, ajukan kembalian aja balik modal gk sampe, hadehhh, kecewa sangat",1
"Woi tokped! gua pakek fitur pembayaran melalui qris kenapa ga ke verifikasi?, padahal gua udah bayar! Saldo gua juga ke potong! Gua udah hubungi CS ga ada tanggapan.. GIMANAA DONGG! TAU GINI GA DONLOT TOKPED LAGI",2
Gak usah pakai kurir rekomendasi SAPX,1
keren,5
Semoga elegan jadi sesuai pesanan,4
Untuk toko pedia mohon ketika ada yang melakukan laporan di cek kembali apakah itu melanggar atau tidak. Dan sangat mohon jangan melakukan moderasi langsung karena toko lain pun sama berjualan dengan barang yang sama tetapi masih aman,1
Aplikasi sangat bagus,5
kenapa gk bisa daftar sih selalu gangguan server pdhl jaringan bagus,1
bagus,5
"Bener ya belanja di toko pedia jauh bedanya pengirimanya lambat padahal qta beli di tokopedia ongkir bayar,sedangkan ongkir di lazada gratis tp wktu pengirimanya cepet j&n tokopedia pakai j&t lambat,tp di lazada t&n dari Semarang ke Banten 2 hari sampai,tp Tokopedia dri Depok ke Banten 2 hari blm sampai ampun saya tokopedia lelet",1
Terlalu mahal ongkirnya,5
Ok,5
baik,5
Bagus,5
Kurang respon penjualnya,3
Apliksi nya bagus banget,5
"Tolong untuk Tokopedia Tingkat kan di pengiriman kurir, seharusnya pengiriman sampe 3 hari . Masa jadi 8 hari udah sampai . Msa Paket.nya di timbun nunggu barengan yg lain . Kalo ga ada barengan ga dikirim2 paketnya. Juga Update status pengiriman slalu telat . Apalagi ""Rekomendasi"" ... Kalo Tokopedia begini terus semua pelanggan bakal pada pindah",1
"jangan belanja disini klaim barang hilang susah, pihak penjual tidak diganti pihak pembeli pun sama,, mening belanja di shope lazada atau aplikasi semacamnya yang ini tahun 2025 udh hancur",1
Mantap sekali Tokopedia ini,5
Shopee gampang eror webview lelet. Lazada Ga lengkap... 🙃,5
proses sangat cpt,5
tolong perbaiki bug nya min? Bagian notif pesan ada 2 pcs tapi di buka gak ada pesan,2
"Di update malah keluar akun, mau masuk lagi malah ga bisa... Gimana si tokopedia.. Di update malah rusak!!!!!!!",1
good,5
good apps,5
Mantap...,5
Mudah mendownloadnya,5
Return ditolak padahal sudah jelas barang tidak sesuai,1
Udah daftar Tokopedia plus voucher diskon gk bisa di pakai. Malah banyak diskon yang dibuat untuk toko tertentu. Ongkir nya hanya beda kota sebelah lebih mahal dari pada harga kirim pakek sendiri. Masa harus beli dalam kota baru gratis ongkir.,2
mudah diikuti petunjuknya,5
mantappp promonya,5
Ini tokopedia masih mau kerjasama dengan ekspedisi maling kah? Review di google maps sudah menunjukan ekspedisi tersebut maling semua.,1
Hati hati saldo GO-PAY hilang.. Ada pencurian dana diwaktu malam.. Transaksi tanpa persetujuan/notifikasi ke pengguna.. Dari pihak toped hanya menganjurkan kepihak polisi ga ada pengambalian dana yg dicuri.. Hati2 ya para pengguna khususnya yg tersambung ke gopay.,1
mantap,5
sangat membantu...,5
Pengiriman nya lama sama ongkir nya juga mahal banget kena biaya yang banyak lagi padahal udah pakek gratis ongkir juga,1
sistem gajelas di batalin mulu setiap order barang,1
"Tarik dana ribet, buanyak aturan, lama, belum tentu d approve, malah dana kembali ke tokped!!!",1
"Tolong diperbaiki, dibagian chat diinfo ada bebarapa chat yang belum dibaca, tapi saat dibuka, semua chat sudah dibaca",1
"Baguss,tpi sediain opsi lunasin cicilan tertentu lebih awal dong:( biar enak gtu",4
Terima kasih TokoPedia,5
aplikasi ga jelas! diperbaruin malah jadi ngga bisa lihat voucher. ga bisa cek paylater. menunya ilang.,1
ok,5
Memudahkan untuk mendapatkan barang sesuai keinginan. Terus maju demi pelayanan pelanggan. Tokopedia terus manyala....,5
"Ringan dan nyaman, namun promo semakin sedikit dan ketentuan promo juga mulai menjadi terlalu ketat",4
"sya pengguna baru Tokopedia, smoga kedepan nya bnyak fitur2 menarik terutama limit paylater nya besar..👍",5
"Tokopedia nyedot dana ,tiba tiba hilang saldo di dana",1
"Sekarang jarang promo, sekalinya dapet promo terbatalkan sistem dan slow respon ditanya alasan nya kenapa. Tokopedia semakin kesini semakin downgrade. Lama lama uninstall juga nih",1
sangat sangat berguna dan nyaman amanah,5
Shopee > tokopedia,1
Sangat lengkap dan murah2 sekali,5
Terbaik,5
"Online shope yg suka prank, bagi2 kupon promo. saat CO kupon digunakan dibatalkan sepihak sama sistem.anehhhh jangan suka ngeprank males lahh hapus saja toped .....",1
Tolong untuk pengiriman bisa pake expedisi yg cepet gak soalnya barang sampainya sampe 1 minggu,3
mantull,5
joz,5
"bagusss, respon cepat",5
Aplikasinya lebih bagus dari oren tapi ongkir lebih murah yg oren,3
di HP Vivo saya kenapa jadi error yaa?,3
bagus,5
"Apa ongkir nya mahal gak ada diskon "" nya",1
Bagus,5
Ku kasih bintang satu karena INI BUAT BELAJAR BUKAN BELANJA GIMANA SIH MALAH AKU DAH BELI SATU PRODUK NYA LAGI TOLONG JANGAN SCAM ORG2 YG MAU BELAJAR,1
sangat mantul Tokopedia emang bagus banyak diskon nya beli apapun murah dan gratis ongkir 👍👍,5
the best semoga sukses selalu aamiin 🤲🥰,5
"Log out sendri, dftarnya lupa pake nmer yg mna, pdhal ada sisa saldo d dompet tokped",1
bagus,5
The best ⭐⭐⭐⭐⭐,5
smpai saat ni masih paling ok ni aplikasi,5
respon baik👍,5
mantap bagus barang,5
belanja di Tokopedia emang top,5
Aplikasi top deh...👍👍👍,5
"Tolong di Bantu, Hari ini tanggal 25 Februari 2025 Saya terus menerus menerima kode OTP di WA saya.. Padahal saya tidak melakukan login.. Tolong di jaga untuk keamanan akun saya.",1
ok,4
Lucu bgt dah pembaruan muluuuuuuyyy👹,1
Maaf ya saya kasih bintang 3 soalnya saya kan dapat diskon 35 ribu pembelian pertama kok saya pakek gak bisa gimana sih tolong di jawab pihak Tokopedia,3
"baru pertama coba ternyata estimasi nyampe nya lama juga sampe 1minggu, kirain lebih cepet ini dari pada apk sebelah, ternyata lebih hhhhh",3
Bagus,4
mantap,5
"Toped skrg kocak banget dah. Spt nya skrg di toped ada fitur utk lgsg terima otomatis pesanan yang masuk. Masa iya barusan jg check out, begitu diliat langsung di bagian transaksi. Pesanan lgsg berstatus ""diproses"" oleh merchant. Masa iya secepat itu merchant lgsg klik proses/terima pesanan?. Emang nya di tongkrongin terus ama merchant non stop tiap detik nya? Kadang ketemu merchant yg begitu check out lgsg di proses, tp sampai abis masa waktu nya & batal otomatis krn barang gak dikirim!!!!!",1
Makin hemat pake vocer 😀,5
sangat bagus,5
"Yaallah belanja ditoplkped kok pengiriman nya 1 Minggu gak sampe2 padalah Deket,gak kaya Oren jauhpun 2 hari sampai,udah gitu pengemasan juga lama ,tolong ganti ekspedisi",4
"Tokopedia makin kesini kok semakin berat apk nya, sering lag & crash. Ongkirnya juga semakin tidak terjangkau",1
"Aplikasi sekarang lebih sering nge bug. Cari barang sering error. Produk pun ga bisa terbuka. Tampilan jg jadi lebih sulit, padahal dulu sudah baik2 saja.",2
"Aplikasi ini fiturnya tak satu pun ada yg bisa COD, dua kali beli semuanya zonk alias tertipu, pengembalian barang ribetnya lebih kusut dari benang kusut. Saya pribadi mengatakan aplikasi ini sarang penipu. Saya beli sepatu dgn harga 300 yg datang sandal jepit, jika ada fitur COD dan gampang pengembalian mungkin saya tk akan uninstall. Tp ya dua kali beli dua kali tertipu, aplikasi sampah",1
Chat nya kok gak bisa di hapus ya ...,5
Sistem vouchee sekarang tambah bobrokkk,1
Jangan beli di Tokopedia udah ga da gratis ongkir woy pindah orange aja,1
ok. terimakasih 🙏,5
Akun saya tiba tiba hilang.,1
Aku pesen barang ko ko gak bisa malah di batalin oleh system mulu,4
very good,5
top markotop toped mah,5
proses cepat & ngga ribet,5
Tiap check out selalu dibatalkan system'...kanapa yah .??,1
Ok mantap dapet membatu kantong.. hahaha 😁👍,5
User friendly,5
tolong customer service nya jangan hanya ROBOT (BOT) !!!! saya mau komplain jadi dibalas bot solusinya tidak ada yg bisa,2
sangat bagus,5
"Beli Liquid vape ngga bisa di android harus pakai iphone, buat apa tanggal dan tahun lahir kalo udah cukup umur masih ngga bisa beli Liquid untuk rokok elektrik !!!! Tokopedia bukan untuk orang miskin kah ?",1
"Mau daftar aja susah banget, error mulu. Padahal udah coba pake gmail,no wa, no hp!!!",1
Tokopedia sangat bagus GK mengecewakan ♥️♥️♥️♥️❤️🥰,5
"saya kasih bintang 4 , pengiriman terlalu lama",4
TOKOPEDIA KEMBALIKAN UANG SAYA. Jangan janji2 terus untuk mengembalikan uang saya. Ini udah 3 minggu. Apakah TOKOPEDIA mau menggelapkan uang saya.,1
"Salah satu alasan pakai tokped adalah ada fitur kurir instan 3 jam dg ongkir 25k tapi itu gak masalah selama bener, dan saat sudah 1 hari gak dikirim dan parahnya sistem tokped anteng aja. Apa ini bug diaplikasi atau emang sistemnya cacat kayak gini?",2
semoga lebih banyak promo dan discount nya,5
"costumer service nya lama menanggapi dan selalu pergi kaya tidak peduli, sering terjadi bug promo pengguna baru katanya tidak dapat dipakai padahal sudah tertera 2 promo dapat dipakai, tolong dong diperbaiki promonya sudah hangus sekarang,jangan kami saja yang disuruh begini,tapi kalian juga benerin,jangan diem aj.",1
aku suka bisa milih barang yg di suka,5
keren,5
"Kita uninstal rame2 yuuk tokped udah ga kaya dulu diskon banyak, dua metode pembayaran, kurir cepat,penjual ada status onlenya sekarang ga ada..tokped bentar lagi kaya buk**la**k go to bankruth 🤭",1
"Tampilan interface iklannya rapi dan bagus, gak menutupi konten. Aplikasi nya pun gampang dimengerti penggunaan nya. Cocok dapat bintang 5",5
sangat bagus,5
ok,5
Gila ongkirnya mahal banget lawong beli barang harga 35 ribu ongkirnya 19 ribu di lazada sama shopee cuma 2 ribu,1
"Susahnya beli peralatan vapor sini di android, badahal dulu ngga sesusah ini payah tokopedia, badahal mayoritas penggunaan android orang Indonesia kan jadi susah belanja tau basu lah",1
Banyak seler dropship bikin repot kembalikan barang kalau tidak sesuai,1
"Minta bantuannya dong kaka, aplikasi tokped ku untuk bagian chatnya ada pesan yg belum terbaca, setelah dibuka itu gak ada pesan masuk samsek tapi masih ada tanda pesan belum terbaca. Ini bug atau gimana ya?",5
Sekarang jadul banget susah nyari seller yg pake sistem cod d si hijau usang ini kalah sama si oren juga si biru.... Jadi hampir ga kepake ni apk buat belanja,2
Tokopedia dapat di percaya,5
"Kecewa banget masa pendaftaran baru udh dipilih giliran kita udh tf terus tbtb dibatalkan oleh sistem, terus vocernya udh gak bisa dipake, padahalkan yang cancelbukan kita jdi gagal dpt kupon",2
Sangat membantu,4
"Tolong dong min sistem pesan bisa di hapus, ko punya saya nga bisa di apus ya udah kebanyakan jadi risih",2
"mohon Tokopedia menambah fitur tokopedia pay agar dana return dari pesanan yg di cancel ada kolom penyimpanannya, apa bisa kita tarik dana di tempat pembayarannya ,yaitu toko ritel /mitra agen pembayaran.",3
Biar 🌟🌟🌟🌟🌟 yang kasih paham,5
"kaga jelas banget ini tokopedia! yg tercantum di etalase harga diskon, waktu di Co jadi harga normal! voucher yg terpasang hanya free ongkir, sedangkan diskon nya hilang! tolonglah marketingnya jgn kaya gini! bikin pengguna makin kecewa! yg pasti"" aja!",1
Saya sangat menyukai apl ini,5
"Makin kesini makin buruk penilaian terhadap Tokopedia. Hak pelanggan makin gak dijaga. Pembatalan pesanan gak bisa dilakukan kecuali dengan izin penjual. Padahal jarak waktu pemesanan dan pembatalan baru kurang dari 1 menit. Penjual jelas gak mau rugi dia tidak approve pembatalan dan tetap mengirimkan barang padahal pembeli gak ingin membelinya. Kalo barang udah di packing okelah, ini belum di packing kagak bisa di cancel. Tidak ramah pengguna.",1
ini gimana kok baru login aja gagal terus?,3
"Sekarang setiap mau bayar pakai transfer bank harus input nomor rekening sama nama pemilik. RIBET, gak kayak dulu!!",1
Not safe.,1
"Verifikasi pembayaran lama, padahal udah upload bukti transfer.. Buruk sekali",2
"Ok, Keren 👍",4
Pelit diskon,3
Ok,5
Ok,5
ok mntap,5
Bagus,5
"Kapok balanja di tokped Ketemu seller payah,dan pihak tokped nya juga susah kalo mau komplain",1
mantap,4
"Belanja di sini tidak asik 2kali belanja bermasalah dan tidak sesuai dengan yg kita pesan,",1
"Aduhh 😡 ini bagai mana saya mau buat pin tidak bisa terus invalid terus, padahal udah buat pin yg susah terus gaber hubungan sama tanggal lahir juga lagih 🤦‍♂️",1
mantap sekali Tokopedia,5
baik,5
👍👍,5
Udah pesen .. datang nya lama amat.. tidak sesuai tanggal. Padahal pake sicepat...parah!!!!,1
mantaaap,5
Good 👍👍,5
"Tokped nih harus belajar dari aplikasi sebelah, andai pengiriman cepat mungkin bakal ramai yg mesen tapi ini lma bangt kalo mesen mlsny di tokped tuh gini pengirimannya lama",1
"Hati hati banyak sekali pedagang yg curang, karna cara buka toko gampang Skali ditoped, Gak ada audit juga dari toped, banyak sekali komplain saya gagal, karna expedisi sering gagal pick up returan, pusat solusi toped juga tidak mampu menjelaskan detailnya, duitpun tidak kembali, jadi kalo mau instal aplikasi ini harus berpikir 2kali lagi ya. Judulnya kalo belanjanya ada komplainan susah urusnya dsini",1
"Dari kemarin mau check out ga jadi karena gratis ongkirnya ga ada sampai hari ini ga ada, auto toko oyen lagi selalu ada gratis ongkir",1
"Aplikasi tidak berkualitas, mau login aja ribet",1
Sering erornya.... Di Salatiga sini expedisi Rekomendasi Tokopedia ID EXPRESS gak mau kirim ke customer.... Malah suruh ambil dikantornya..payah...,1
transaksi cepat dan mudah,5
Platform bohongin buyer pake diskon palsu taunya promo bohongan Transaksi digagalkan secara sepihak sama tokopedia Aduh mengecewakan,1
Kapok transaksi ditokopedia ...auto uninstal payah udh dari 2019 padahal baru kali ini kecewa berat sama tokopedia..terpaksa kasih bintang 1,1
"Adain promo dr debit bank permata. Perasaan promo untuk bank² yg jarang digunakan dan terutama pengguna kartu kredit, sekali² promo untuk pengguna kartu debit. Konsumen yg ingin cash juga ingin merasakan promo. Semoga kedepan nya lebih bnyak lg bekerja sama dengan bank² lain terutama bank permata",2
Got yang terbaik cuma gara yang,4
"sudah mulai banyak voucher gimmick, mirip-mirip sama sebelah (baca: Shopee) #payah",1
koleb sama tuktuk jadi busuk !! mau transaksi eror melulu !!,1
Saya tidak pernah melakukan transaksi di aplikasi dan ada muncul transaksi uang sebesar 152.300 di aplikasi saya padahal saya tidak pernah melakukan transaksi tersebut,1
Gak bisa daftar nya server nya eror terus tolong perbaiki servernya,1
Ini tokped lagi eror sama gopay ya?,5
"Kebijakan pengembalian dana (return) berbelit, memakan waktu berminggu-minggu, sementara kalau pakai tiktok tidak begitu..",1
bagus,5
Ribet,2
Gak usah ikut-ikut tampilannya shopee bikin ngelag,1
"Tolong ya tambah opsi blacklist lapak, saya capek susah2 search barang malah kena flood sama dropshipper yang modal maling foto orang doang",5
Bebas ongkir kalah sama toko lain. Jadi Malas belanja disini.,1
